REF_AREA,Year,Variable,Value,Log_Value
BRN,2005,"Energy productivity, GDP per unit of TES",11606.39,9.359397243
BRN,2006,"Energy productivity, GDP per unit of TES",8527.33,9.051148842
BRN,2007,"Energy productivity, GDP per unit of TES",8340.18,9.028959972
BRN,2008,"Energy productivity, GDP per unit of TES",7450.21,8.916131714
BRN,2009,"Energy productivity, GDP per unit of TES",8521.06,9.050413375
BRN,2010,"Energy productivity, GDP per unit of TES",8209.52,9.013171538
BRN,2011,"Energy productivity, GDP per unit of TES",7125.93,8.871635846
BRN,2012,"Energy productivity, GDP per unit of TES",7271.44,8.89184714
BRN,2013,"Energy productivity, GDP per unit of TES",8960.05,9.100642687
BRN,2014,"Energy productivity, GDP per unit of TES",7477.28,8.919758098
BRN,2015,"Energy productivity, GDP per unit of TES",9741.72,9.184275618
BRN,2016,"Energy productivity, GDP per unit of TES",8616.7,9.061573507
BRN,2017,"Energy productivity, GDP per unit of TES",7209.59,8.883306058
BRN,2018,"Energy productivity, GDP per unit of TES",7200.06,8.881983516
BRN,2019,"Energy productivity, GDP per unit of TES",6661.73,8.804284589
BRN,2020,"Energy productivity, GDP per unit of TES",6698,8.809713541
BRN,2021,"Energy productivity, GDP per unit of TES",6683.8,8.807591571
BRN,2005,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.34,1.846878768
BRN,2006,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.72,1.5518088
BRN,2007,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.93,1.595338988
BRN,2008,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.65,1.53686722
BRN,2009,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.49,1.501852702
BRN,2010,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.88,1.58514522
BRN,2011,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.94,1.597365331
BRN,2012,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",4,1.609437912
BRN,2013,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.98,1.605429891
BRN,2014,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.97,1.60341984
BRN,2015,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",4.43,1.691939134
BRN,2016,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",4.03,1.615419984
BRN,2017,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.9,1.589235205
BRN,2018,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.66,1.539015448
BRN,2019,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",4.08,1.625311262
BRN,2020,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",2.99,1.383791231
BRN,2021,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",2.97,1.378766095
BRN,2005,Real GDP per capita,71738.39,11.18079525
BRN,2006,Real GDP per capita,73712.91,11.2079468
BRN,2007,Real GDP per capita,72590.69,11.19260573
BRN,2008,Real GDP per capita,69878.69,11.15453033
BRN,2009,Real GDP per capita,67368.97,11.11795465
BRN,2010,Real GDP per capita,67819.79,11.12462406
BRN,2011,Real GDP per capita,69116.7,11.14356613
BRN,2012,Real GDP per capita,68686.85,11.13732761
BRN,2013,Real GDP per capita,66303.56,11.10201395
BRN,2014,Real GDP per capita,63779.84,11.06320811
BRN,2015,Real GDP per capita,62707.88,11.04625834
BRN,2016,Real GDP per capita,60388.48,11.0085702
BRN,2017,Real GDP per capita,60454.42,11.00966151
BRN,2018,Real GDP per capita,59790.01,10.99861059
BRN,2019,Real GDP per capita,61420.12,11.02550903
BRN,2020,Real GDP per capita,61460.53,11.02616673
BRN,2021,Real GDP per capita,59904.82,11.00052894
BRN,2005,"Agriculture, forestry, and fishing, value added (% of GDP)",0.00974611,
BRN,2006,"Agriculture, forestry, and fishing, value added (% of GDP)",0.007547425,
BRN,2007,"Agriculture, forestry, and fishing, value added (% of GDP)",0.007263425,
BRN,2008,"Agriculture, forestry, and fishing, value added (% of GDP)",0.006921662,
BRN,2009,"Agriculture, forestry, and fishing, value added (% of GDP)",0.009799175,
BRN,2010,"Agriculture, forestry, and fishing, value added (% of GDP)",0.007333501,
BRN,2011,"Agriculture, forestry, and fishing, value added (% of GDP)",0.005727753,
BRN,2012,"Agriculture, forestry, and fishing, value added (% of GDP)",0.006551565,
BRN,2013,"Agriculture, forestry, and fishing, value added (% of GDP)",0.006849375,
BRN,2014,"Agriculture, forestry, and fishing, value added (% of GDP)",0.008628275,
BRN,2015,"Agriculture, forestry, and fishing, value added (% of GDP)",0.011032124,
BRN,2016,"Agriculture, forestry, and fishing, value added (% of GDP)",0.012036549,
BRN,2017,"Agriculture, forestry, and fishing, value added (% of GDP)",0.01086451,
BRN,2018,"Agriculture, forestry, and fishing, value added (% of GDP)",0.010176417,
BRN,2019,"Agriculture, forestry, and fishing, value added (% of GDP)",0.009860551,
BRN,2020,"Agriculture, forestry, and fishing, value added (% of GDP)",0.012175029,
BRN,2021,"Agriculture, forestry, and fishing, value added (% of GDP)",0.0125629,
BRN,2005,"Industry (including construction), value added (% of GDP)",0.731530053,
BRN,2006,"Industry (including construction), value added (% of GDP)",0.749262612,
BRN,2007,"Industry (including construction), value added (% of GDP)",0.733951064,
BRN,2008,"Industry (including construction), value added (% of GDP)",0.764320818,
BRN,2009,"Industry (including construction), value added (% of GDP)",0.672954811,
BRN,2010,"Industry (including construction), value added (% of GDP)",0.686533507,
BRN,2011,"Industry (including construction), value added (% of GDP)",0.736724144,
BRN,2012,"Industry (including construction), value added (% of GDP)",0.726556143,
BRN,2013,"Industry (including construction), value added (% of GDP)",0.700224439,
BRN,2014,"Industry (including construction), value added (% of GDP)",0.678496306,
BRN,2015,"Industry (including construction), value added (% of GDP)",0.613627777,
BRN,2016,"Industry (including construction), value added (% of GDP)",0.572893641,
BRN,2017,"Industry (including construction), value added (% of GDP)",0.597205892,
BRN,2018,"Industry (including construction), value added (% of GDP)",0.632448184,
BRN,2019,"Industry (including construction), value added (% of GDP)",0.625153214,
BRN,2020,"Industry (including construction), value added (% of GDP)",0.591336301,
BRN,2021,"Industry (including construction), value added (% of GDP)",0.627015641,
BRN,2005,"Services, value added (% of GDP)",0.277621281,
BRN,2006,"Services, value added (% of GDP)",0.262087407,
BRN,2007,"Services, value added (% of GDP)",0.277682954,
BRN,2008,"Services, value added (% of GDP)",0.247654965,
BRN,2009,"Services, value added (% of GDP)",0.336143458,
BRN,2010,"Services, value added (% of GDP)",0.325030437,
BRN,2011,"Services, value added (% of GDP)",0.273573206,
BRN,2012,"Services, value added (% of GDP)",0.282803648,
BRN,2013,"Services, value added (% of GDP)",0.312458792,
BRN,2014,"Services, value added (% of GDP)",0.328360355,
BRN,2015,"Services, value added (% of GDP)",0.394304338,
BRN,2016,"Services, value added (% of GDP)",0.429760418,
BRN,2017,"Services, value added (% of GDP)",0.408510761,
BRN,2018,"Services, value added (% of GDP)",0.373375696,
BRN,2019,"Services, value added (% of GDP)",0.381775986,
BRN,2020,"Services, value added (% of GDP)",0.414503547,
BRN,2021,"Services, value added (% of GDP)",0.376286451,
IDN,2005,"Energy productivity, GDP per unit of TES",10291.43,9.239163953
IDN,2006,"Energy productivity, GDP per unit of TES",10609.82,9.269629514
IDN,2007,"Energy productivity, GDP per unit of TES",11401.1,9.341552828
IDN,2008,"Energy productivity, GDP per unit of TES",11857.24,9.380778264
IDN,2009,"Energy productivity, GDP per unit of TES",11488.54,9.349192335
IDN,2010,"Energy productivity, GDP per unit of TES",11630.64,9.36148425
IDN,2011,"Energy productivity, GDP per unit of TES",11980.14,9.391089026
IDN,2012,"Energy productivity, GDP per unit of TES",12683.8,9.448159705
IDN,2013,"Energy productivity, GDP per unit of TES",13724.88,9.527038381
IDN,2014,"Energy productivity, GDP per unit of TES",13764.59,9.529927279
IDN,2015,"Energy productivity, GDP per unit of TES",14483.13,9.580808846
IDN,2016,"Energy productivity, GDP per unit of TES",14694.94,9.595326544
IDN,2017,"Energy productivity, GDP per unit of TES",14663.19,9.593163746
IDN,2018,"Energy productivity, GDP per unit of TES",13876.04,9.537990955
IDN,2019,"Energy productivity, GDP per unit of TES",13811.42,9.533323466
IDN,2020,"Energy productivity, GDP per unit of TES",14078.41,9.552468725
IDN,2021,"Energy productivity, GDP per unit of TES",14240.26,9.563898664
IDN,2005,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",4.77,1.752672081
IDN,2006,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",4.71,1.742219024
IDN,2007,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",4.78,1.754403683
IDN,2008,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.14,1.814824742
IDN,2009,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.16,1.818076778
IDN,2010,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.12,1.811562097
IDN,2011,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",4.73,1.745715531
IDN,2012,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5,1.791759469
IDN,2013,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.64,1.893111963
IDN,2014,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.53,1.876406943
IDN,2015,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.72,1.905088155
IDN,2016,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",6.12,1.962907725
IDN,2017,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",6.1,1.960094784
IDN,2018,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.72,1.905088155
IDN,2019,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.6,1.887069649
IDN,2020,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.88,1.928618652
IDN,2021,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.84,1.922787732
IDN,2005,Real GDP per capita,6691.85,8.808795071
IDN,2006,Real GDP per capita,6966.72,8.849043334
IDN,2007,Real GDP per capita,7311.32,8.897315876
IDN,2008,Real GDP per capita,7649.11,8.942475306
IDN,2009,Real GDP per capita,7903,8.975124239
IDN,2010,Real GDP per capita,8295.31,9.023566117
IDN,2011,Real GDP per capita,8689.2,9.069951233
IDN,2012,Real GDP per capita,9089.46,9.114980791
IDN,2013,Real GDP per capita,9466.81,9.155652903
IDN,2014,Real GDP per capita,9811.31,9.191392999
IDN,2015,Real GDP per capita,10271.23,9.237199417
IDN,2016,Real GDP per capita,10666.8,9.274985137
IDN,2017,Real GDP per capita,11084.98,9.313436526
IDN,2018,Real GDP per capita,11534.71,9.353202721
IDN,2019,Real GDP per capita,11988.84,9.391814903
IDN,2020,Real GDP per capita,11624,9.36091323
IDN,2021,Real GDP per capita,11937.3,9.387506998
IDN,2005,"Agriculture, forestry, and fishing, value added (% of GDP)",0.131266186,
IDN,2006,"Agriculture, forestry, and fishing, value added (% of GDP)",0.129738027,
IDN,2007,"Agriculture, forestry, and fishing, value added (% of GDP)",0.137166831,
IDN,2008,"Agriculture, forestry, and fishing, value added (% of GDP)",0.144817403,
IDN,2009,"Agriculture, forestry, and fishing, value added (% of GDP)",0.152901482,
IDN,2010,"Agriculture, forestry, and fishing, value added (% of GDP)",0.139292127,
IDN,2011,"Agriculture, forestry, and fishing, value added (% of GDP)",0.135122871,
IDN,2012,"Agriculture, forestry, and fishing, value added (% of GDP)",0.133739742,
IDN,2013,"Agriculture, forestry, and fishing, value added (% of GDP)",0.133566992,
IDN,2014,"Agriculture, forestry, and fishing, value added (% of GDP)",0.13336755,
IDN,2015,"Agriculture, forestry, and fishing, value added (% of GDP)",0.134926436,
IDN,2016,"Agriculture, forestry, and fishing, value added (% of GDP)",0.134787486,
IDN,2017,"Agriculture, forestry, and fishing, value added (% of GDP)",0.131566309,
IDN,2018,"Agriculture, forestry, and fishing, value added (% of GDP)",0.128084976,
IDN,2019,"Agriculture, forestry, and fishing, value added (% of GDP)",0.127126027,
IDN,2020,"Agriculture, forestry, and fishing, value added (% of GDP)",0.136984143,
IDN,2021,"Agriculture, forestry, and fishing, value added (% of GDP)",0.132801691,
IDN,2005,"Industry (including construction), value added (% of GDP)",0.465410589,
IDN,2006,"Industry (including construction), value added (% of GDP)",0.469435587,
IDN,2007,"Industry (including construction), value added (% of GDP)",0.467991415,
IDN,2008,"Industry (including construction), value added (% of GDP)",0.480607448,
IDN,2009,"Industry (including construction), value added (% of GDP)",0.476521226,
IDN,2010,"Industry (including construction), value added (% of GDP)",0.427758663,
IDN,2011,"Industry (including construction), value added (% of GDP)",0.439134234,
IDN,2012,"Industry (including construction), value added (% of GDP)",0.435937444,
IDN,2013,"Industry (including construction), value added (% of GDP)",0.426356774,
IDN,2014,"Industry (including construction), value added (% of GDP)",0.419283421,
IDN,2015,"Industry (including construction), value added (% of GDP)",0.400478624,
IDN,2016,"Industry (including construction), value added (% of GDP)",0.39308444,
IDN,2017,"Industry (including construction), value added (% of GDP)",0.393791548,
IDN,2018,"Industry (including construction), value added (% of GDP)",0.397297375,
IDN,2019,"Industry (including construction), value added (% of GDP)",0.38951768,
IDN,2020,"Industry (including construction), value added (% of GDP)",0.382383937,
IDN,2021,"Industry (including construction), value added (% of GDP)",0.398448192,
IDN,2005,"Services, value added (% of GDP)",0.403323225,
IDN,2006,"Services, value added (% of GDP)",0.400826385,
IDN,2007,"Services, value added (% of GDP)",0.394841754,
IDN,2008,"Services, value added (% of GDP)",0.37457515,
IDN,2009,"Services, value added (% of GDP)",0.370577299,
IDN,2010,"Services, value added (% of GDP)",0.406659903,
IDN,2011,"Services, value added (% of GDP)",0.405846042,
IDN,2012,"Services, value added (% of GDP)",0.408733749,
IDN,2013,"Services, value added (% of GDP)",0.415165375,
IDN,2014,"Services, value added (% of GDP)",0.422421853,
IDN,2015,"Services, value added (% of GDP)",0.433090809,
IDN,2016,"Services, value added (% of GDP)",0.436417488,
IDN,2017,"Services, value added (% of GDP)",0.436140553,
IDN,2018,"Services, value added (% of GDP)",0.434048373,
IDN,2019,"Services, value added (% of GDP)",0.442207458,
IDN,2020,"Services, value added (% of GDP)",0.4441344,
IDN,2021,"Services, value added (% of GDP)",0.428228206,
KHM,2005,"Energy productivity, GDP per unit of TES",6880.96,8.836658774
KHM,2006,"Energy productivity, GDP per unit of TES",7423.98,8.91260527
KHM,2007,"Energy productivity, GDP per unit of TES",7832.85,8.966209367
KHM,2008,"Energy productivity, GDP per unit of TES",8281.74,9.021929111
KHM,2009,"Energy productivity, GDP per unit of TES",7764.41,8.957434535
KHM,2010,"Energy productivity, GDP per unit of TES",7804.82,8.962624888
KHM,2011,"Energy productivity, GDP per unit of TES",8184.9,9.010168441
KHM,2012,"Energy productivity, GDP per unit of TES",8420.57,9.038551551
KHM,2013,"Energy productivity, GDP per unit of TES",8806.92,9.083406596
KHM,2014,"Energy productivity, GDP per unit of TES",8724.48,9.07400276
KHM,2015,"Energy productivity, GDP per unit of TES",8717.49,9.073201337
KHM,2016,"Energy productivity, GDP per unit of TES",8452.37,9.042320457
KHM,2017,"Energy productivity, GDP per unit of TES",8787.54,9.081203879
KHM,2018,"Energy productivity, GDP per unit of TES",8861.9,9.089629304
KHM,2019,"Energy productivity, GDP per unit of TES",8441.13,9.040989925
KHM,2020,"Energy productivity, GDP per unit of TES",7642.65,8.941630517
KHM,2021,"Energy productivity, GDP per unit of TES",7987.33,8.985737006
KHM,2005,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",9.97,2.395164274
KHM,2006,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",9.9,2.388762789
KHM,2007,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",8.96,2.298577072
KHM,2008,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",9.36,2.337952237
KHM,2009,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",7.85,2.180417459
KHM,2010,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",7.67,2.159868791
KHM,2011,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",7.94,2.190535589
KHM,2012,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",8.1,2.208274414
KHM,2013,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",8.63,2.264883226
KHM,2014,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",7.51,2.141241943
KHM,2015,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",6.65,2.034705648
KHM,2016,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.73,1.906575144
KHM,2017,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.71,1.903598951
KHM,2018,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",6.21,1.975468951
KHM,2019,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.33,1.845300236
KHM,2020,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",4.96,1.785070481
KHM,2021,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.18,1.821318271
KHM,2005,Real GDP per capita,1970.65,7.586626035
KHM,2006,Real GDP per capita,2150.93,7.674120393
KHM,2007,Real GDP per capita,2335.87,7.756567706
KHM,2008,Real GDP per capita,2454.63,7.806138626
KHM,2009,Real GDP per capita,2418.33,7.791245921
KHM,2010,Real GDP per capita,2522.97,7.833588338
KHM,2011,Real GDP per capita,2660.62,7.886690239
KHM,2012,Real GDP per capita,2812.69,7.942252068
KHM,2013,Real GDP per capita,2974.8,7.998268189
KHM,2014,Real GDP per capita,3140.38,8.052417473
KHM,2015,Real GDP per capita,3310.44,8.105138419
KHM,2016,Real GDP per capita,3488.7,8.157571052
KHM,2017,Real GDP per capita,3681.58,8.211368872
KHM,2018,Real GDP per capita,3907.66,8.270949883
KHM,2019,Real GDP per capita,4130.82,8.326473267
KHM,2020,Real GDP per capita,3944.51,8.280333502
KHM,2021,Real GDP per capita,4004.3,8.295373763
KHM,2005,"Agriculture, forestry, and fishing, value added (% of GDP)",0.274457889,
KHM,2006,"Agriculture, forestry, and fishing, value added (% of GDP)",0.262857429,
KHM,2007,"Agriculture, forestry, and fishing, value added (% of GDP)",0.254656283,
KHM,2008,"Agriculture, forestry, and fishing, value added (% of GDP)",0.28034087,
KHM,2009,"Agriculture, forestry, and fishing, value added (% of GDP)",0.280893239,
KHM,2010,"Agriculture, forestry, and fishing, value added (% of GDP)",0.278742917,
KHM,2011,"Agriculture, forestry, and fishing, value added (% of GDP)",0.280358545,
KHM,2012,"Agriculture, forestry, and fishing, value added (% of GDP)",0.267953499,
KHM,2013,"Agriculture, forestry, and fishing, value added (% of GDP)",0.244471551,
KHM,2014,"Agriculture, forestry, and fishing, value added (% of GDP)",0.221938152,
KHM,2015,"Agriculture, forestry, and fishing, value added (% of GDP)",0.201408489,
KHM,2016,"Agriculture, forestry, and fishing, value added (% of GDP)",0.189079816,
KHM,2017,"Agriculture, forestry, and fishing, value added (% of GDP)",0.178681772,
KHM,2018,"Agriculture, forestry, and fishing, value added (% of GDP)",0.164979479,
KHM,2019,"Agriculture, forestry, and fishing, value added (% of GDP)",0.154385065,
KHM,2020,"Agriculture, forestry, and fishing, value added (% of GDP)",0.170396523,
KHM,2021,"Agriculture, forestry, and fishing, value added (% of GDP)",0.169044144,
KHM,2005,"Industry (including construction), value added (% of GDP)",0.27419247,
KHM,2006,"Industry (including construction), value added (% of GDP)",0.290700226,
KHM,2007,"Industry (including construction), value added (% of GDP)",0.281400351,
KHM,2008,"Industry (including construction), value added (% of GDP)",0.260495967,
KHM,2009,"Industry (including construction), value added (% of GDP)",0.255665163,
KHM,2010,"Industry (including construction), value added (% of GDP)",0.260088985,
KHM,2011,"Industry (including construction), value added (% of GDP)",0.266606927,
KHM,2012,"Industry (including construction), value added (% of GDP)",0.276110298,
KHM,2013,"Industry (including construction), value added (% of GDP)",0.289581198,
KHM,2014,"Industry (including construction), value added (% of GDP)",0.299169917,
KHM,2015,"Industry (including construction), value added (% of GDP)",0.314639052,
KHM,2016,"Industry (including construction), value added (% of GDP)",0.330562095,
KHM,2017,"Industry (including construction), value added (% of GDP)",0.342980809,
KHM,2018,"Industry (including construction), value added (% of GDP)",0.368714238,
KHM,2019,"Industry (including construction), value added (% of GDP)",0.390455947,
KHM,2020,"Industry (including construction), value added (% of GDP)",0.374576123,
KHM,2021,"Industry (including construction), value added (% of GDP)",0.403205086,
KHM,2005,"Services, value added (% of GDP)",0.393541366,
KHM,2006,"Services, value added (% of GDP)",0.39112758,
KHM,2007,"Services, value added (% of GDP)",0.391671078,
KHM,2008,"Services, value added (% of GDP)",0.394864615,
KHM,2009,"Services, value added (% of GDP)",0.39787601,
KHM,2010,"Services, value added (% of GDP)",0.397207719,
KHM,2011,"Services, value added (% of GDP)",0.390826289,
KHM,2012,"Services, value added (% of GDP)",0.394003358,
KHM,2013,"Services, value added (% of GDP)",0.404061548,
KHM,2014,"Services, value added (% of GDP)",0.416886644,
KHM,2015,"Services, value added (% of GDP)",0.422063049,
KHM,2016,"Services, value added (% of GDP)",0.417636315,
KHM,2017,"Services, value added (% of GDP)",0.414183128,
KHM,2018,"Services, value added (% of GDP)",0.402202511,
KHM,2019,"Services, value added (% of GDP)",0.39137725,
KHM,2020,"Services, value added (% of GDP)",0.391436353,
KHM,2021,"Services, value added (% of GDP)",0.364869249,
LAO,2005,"Energy productivity, GDP per unit of TES",10146.01,9.22493436
LAO,2006,"Energy productivity, GDP per unit of TES",10085.99,9.219001754
LAO,2007,"Energy productivity, GDP per unit of TES",9890.71,9.199452312
LAO,2008,"Energy productivity, GDP per unit of TES",9747.99,9.184918969
LAO,2009,"Energy productivity, GDP per unit of TES",9990.95,9.209535048
LAO,2010,"Energy productivity, GDP per unit of TES",10556.4,9.264582315
LAO,2011,"Energy productivity, GDP per unit of TES",11271.32,9.330105442
LAO,2012,"Energy productivity, GDP per unit of TES",11827.92,9.378302659
LAO,2013,"Energy productivity, GDP per unit of TES",12158.86,9.405895642
LAO,2014,"Energy productivity, GDP per unit of TES",12564.35,9.438698305
LAO,2015,"Energy productivity, GDP per unit of TES",10104.01,9.220786619
LAO,2016,"Energy productivity, GDP per unit of TES",8503.08,9.048301327
LAO,2017,"Energy productivity, GDP per unit of TES",8311.51,9.025516888
LAO,2018,"Energy productivity, GDP per unit of TES",8758.97,9.077947759
LAO,2019,"Energy productivity, GDP per unit of TES",9366.69,9.145021813
LAO,2020,"Energy productivity, GDP per unit of TES",10344.25,9.244282756
LAO,2021,"Energy productivity, GDP per unit of TES",10084.88,9.218891705
LAO,2005,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",16.7,2.87356464
LAO,2006,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",14.14,2.717340248
LAO,2007,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",14.31,2.72850621
LAO,2008,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",12.86,2.629006994
LAO,2009,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",12.16,2.577181926
LAO,2010,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",11.76,2.546315278
LAO,2011,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",12.04,2.568021556
LAO,2012,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",12.27,2.585505848
LAO,2013,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",10.75,2.463853241
LAO,2014,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",11.01,2.485739636
LAO,2015,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",5.38,1.853168097
LAO,2016,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.08,1.406096988
LAO,2017,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",2.7,1.30833282
LAO,2018,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",2.82,1.340250423
LAO,2019,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.08,1.406096988
LAO,2020,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.16,1.425515074
LAO,2021,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",3.06,1.401182974
LAO,2005,Real GDP per capita,3296.04,8.100780375
LAO,2006,Real GDP per capita,3523.9,8.167607346
LAO,2007,Real GDP per capita,3733.36,8.225331731
LAO,2008,Real GDP per capita,3964.78,8.285457836
LAO,2009,Real GDP per capita,4198.92,8.342820756
LAO,2010,Real GDP per capita,4490.38,8.409915283
LAO,2011,Real GDP per capita,4781.6,8.472739611
LAO,2012,Real GDP per capita,5092.17,8.535655705
LAO,2013,Real GDP per capita,5424,8.598773178
LAO,2014,Real GDP per capita,5756.93,8.658333314
LAO,2015,Real GDP per capita,6086.07,8.713922128
LAO,2016,Real GDP per capita,6412.46,8.766154186
LAO,2017,Real GDP per capita,6747.64,8.817096282
LAO,2018,Real GDP per capita,7058.7,8.862157837
LAO,2019,Real GDP per capita,7331.23,8.900034978
LAO,2020,Real GDP per capita,7258.87,8.890117201
LAO,2021,Real GDP per capita,7335.91,8.900673052
LAO,2005,"Agriculture, forestry, and fishing, value added (% of GDP)",0.282951353,
LAO,2006,"Agriculture, forestry, and fishing, value added (% of GDP)",0.267296699,
LAO,2007,"Agriculture, forestry, and fishing, value added (% of GDP)",0.257881487,
LAO,2008,"Agriculture, forestry, and fishing, value added (% of GDP)",0.241764814,
LAO,2009,"Agriculture, forestry, and fishing, value added (% of GDP)",0.242053771,
LAO,2010,"Agriculture, forestry, and fishing, value added (% of GDP)",0.225957941,
LAO,2011,"Agriculture, forestry, and fishing, value added (% of GDP)",0.207912552,
LAO,2012,"Agriculture, forestry, and fishing, value added (% of GDP)",0.185484866,
LAO,2013,"Agriculture, forestry, and fishing, value added (% of GDP)",0.179304984,
LAO,2014,"Agriculture, forestry, and fishing, value added (% of GDP)",0.178487918,
LAO,2015,"Agriculture, forestry, and fishing, value added (% of GDP)",0.175877597,
LAO,2016,"Agriculture, forestry, and fishing, value added (% of GDP)",0.172301766,
LAO,2017,"Agriculture, forestry, and fishing, value added (% of GDP)",0.161997599,
LAO,2018,"Agriculture, forestry, and fishing, value added (% of GDP)",0.157091868,
LAO,2019,"Agriculture, forestry, and fishing, value added (% of GDP)",0.160503391,
LAO,2020,"Agriculture, forestry, and fishing, value added (% of GDP)",0.163377624,
LAO,2021,"Agriculture, forestry, and fishing, value added (% of GDP)",0.16067697,
LAO,2005,"Industry (including construction), value added (% of GDP)",0.232287896,
LAO,2006,"Industry (including construction), value added (% of GDP)",0.261754513,
LAO,2007,"Industry (including construction), value added (% of GDP)",0.253930205,
LAO,2008,"Industry (including construction), value added (% of GDP)",0.269497232,
LAO,2009,"Industry (including construction), value added (% of GDP)",0.251630938,
LAO,2010,"Industry (including construction), value added (% of GDP)",0.304660211,
LAO,2011,"Industry (including construction), value added (% of GDP)",0.308159702,
LAO,2012,"Industry (including construction), value added (% of GDP)",0.324366447,
LAO,2013,"Industry (including construction), value added (% of GDP)",0.304277076,
LAO,2014,"Industry (including construction), value added (% of GDP)",0.288150006,
